,m1,m2,n,BIC,num_fit,$\delta_0$,$\delta_1$,$\delta_2$,"$\phi_{1,0}$","$\phi_{1,1}$","$\phi_{1,2}$",$\sigma_1^2$,"$\phi_{2,0}$","$\phi_{2,1}$","$\phi_{2,2}$",$\sigma_2^2$
CSGS-PWR,1,1,1,-4520.064872213259,1,3.769753654571613,-1.5958647394667398,0.0,0.0009773682733077507,0.9919847126591733,0.0,0.0006320603578637771,0.006901020571524293,1.0068449234154069,0.0,0.003184885582074135
CSGS-AWI,2,1,2,-4976.819896940361,5,2.9248379642262172,18.918740848109163,-20.230785488019052,0.0005399927059220322,0.964211549206965,0.031928034854416865,0.00023787389579036148,0.012618356613881498,1.0064696133526645,0.0,0.003191950802446422
CSGS-WBS,2,2,1,-4845.302229109561,1,-2.7594612978424253,7.791219002858664,0.0,0.009523520936563099,0.6390281486948908,0.22750951519733498,0.002022083792400868,-0.00040005615991896184,0.970460033100867,0.030685578167901184,0.0002257660648296969
CSGS-PCH,2,2,2,-3916.4095810715694,2,2.2376429090325614,22.522095802677345,-19.191217042285558,0.0011702135852335663,0.9171232026179403,0.05685958671450564,0.0009861503738083398,-0.0011104757739996184,1.290416685286754,-0.2851426143269755,0.006132848993079161
CSGS-NWE,,,,,,,,,,,,,,,,
CSGS-UGI,1,1,2,-4971.783822275249,5,-3.4645654871201654,-23.043600848963713,24.872479803102863,0.026851097817152607,0.8801368721782261,0.0,0.004569438038471182,-0.00032421457034619776,1.0006366723712894,0.0,0.0002959891583014431
CSGS-BC,2,2,2,-4910.0882404681615,2,22.282270156409666,26.958255140021382,-79.20731684213025,0.00024023783759692663,0.9772053918874981,0.015124126535148719,0.0006186668246994975,1.2861924157912767,0.999610909383712,3.0231292878096383,1.0066206682195101e-27
CSGS-SAH,2,1,2,-5001.855508004931,7,2.7183270430250794,11.521975793006767,-11.522993646975277,0.0006089641211747543,0.9359663642930229,0.06045663375570598,0.00023886869485892847,0.012409719302558984,1.0129951840428537,0.0,0.0033857271769942403
CSGS-RPT,1,1,1,-4630.56257995291,4,-2.455887243801584,3.9699407699509517,0.0,0.008510615785504771,0.9825709062888103,0.0,0.00184833795604709,-0.000566271345756225,1.0001396431306637,0.0,0.00024772682771015934
KFY-NYT,1,2,1,-4566.766984944473,2,7.860013774500638,-7.125683466242301,0.0,0.0002916481860710009,0.995942153406339,0.0,0.0009638499008399186,0.1355345822602554,-0.20308258638610432,1.025584939883812,3.4923529658219246e-32
KFY-WIRE,1,1,1,-4466.714426295885,6,2.641687563586511,1.641643889957625,0.0,0.0012421278378748368,0.9970723313209608,0.0,0.0006651163956504842,0.0033278027565533707,1.0004062889059293,0.0,0.00074017035292456
KFY-GBCI,2,1,2,-3970.0341009757653,3,-1.7534191765138918,0.7055199345875858,1.9807391002055814,0.006076342793759917,0.8823820609924411,0.09101908342425702,0.001902409243633424,-0.0016793243158174298,1.000199590950701,0.0,0.00044034652921052283
KFY-HI,1,1,1,-4117.654931964135,7,-3.252236690928299,4.737199795067232,0.0,0.0104693689771157,0.9472716612419182,0.0,0.005364704135003251,-9.254597757679325e-05,1.001782401791806,0.0,0.0006394027663383862
KFY-AEO,1,1,2,-3738.1127194878327,3,-1.2785689480805178,-9.913656765989282,9.583771368854455,-0.0030773934836190106,0.9793456039323869,0.0,0.0026443956546672834,0.0025482360475450284,1.0000027021682363,0.0,0.0006776702546602904
KFY-THG,1,1,2,-3862.245014274509,1,0.02212411170817443,8.281953892548533,-6.160278442288584,0.0009291325994832825,0.9718192866111974,0.0,0.001107320924372256,-0.00156307350618776,1.00145186245747,0.0,0.00020518279091958665
KFY-X,1,1,1,-4040.2762713070456,7,2.97956163714014,-4.517376053883697,0.0,0.0019171406675727726,0.9914831700301041,0.0,0.0010231942327379219,0.0011596369245314708,1.0032102856836185,0.0,0.00012900413036096622
KFY-LZB,,,,,,,,,,,,,,,,
KFY-WTM,,,,,,,,,,,,,,,,
KFY-MTZ,1,1,2,-3898.000204644037,1,2.5140350770862443,-16.2328110012445,18.095340933679005,-9.51166584280288e-05,0.9870510076992878,0.0,0.0011940962839922366,0.0173798287610821,1.0381173089498854,0.0,0.004987902735411241
KFY-SANM,,,,,,,,,,,,,,,,
KFY-KSS,1,1,1,-3804.2323019924675,1,-0.495521918644845,-1.8995369122545283,0.0,-0.011297030965717755,0.9598098583989737,0.0,0.00015006217093265905,0.004707309909576171,1.0011753467945892,0.0,0.001289848488482377
KFY-HOPE,,,,,,,,,,,,,,,,
KFY-BLMN,1,1,1,-3911.5836720390303,4,2.380402736690671,-3.431647781053762,0.0,0.0009250641370684501,0.989564324273566,0.0,0.001151223588857029,0.005034505480432591,1.0065109328370425,0.0,0.0001511470561667559
KFY-FCF,2,2,1,-4011.706754542557,2,4.048552976998592,-2.3665806365265527,0.0,-0.0011559631797386344,0.9552382191935482,0.0010222855136241549,0.0013222570293161694,0.07531881534238165,-1.5914563769508838,2.916444367055533,0.004628768968000998
KFY-CRI,,,,,,,,,,,,,,,,
KFY-PBI,1,1,2,-4416.557091596675,2,-7.069846637353052,4.030275184937161,7.366533406508458,0.09501653773012331,0.7989397013265296,0.0,0.0002784086313788125,-4.583938285405639e-05,1.001590390558744,0.0,0.0008068056754489962
KFY-SJI,1,2,1,-4216.663626933063,1,0.021116076902543333,57.78235919420454,0.0,0.0011023992407143846,0.9922009056753524,0.0,0.0013242480810620168,0.05181989182365718,1.0513998224679764,-1.678704259096268,3.469184983158387e-08
KFY-ATO,,,,,,,,,,,,,,,,
KFY-NRG,1,1,2,-3815.877444122414,1,2.856852542851639,-7.576461481599434,1.9511304167222097,0.0019390733665544252,0.9858428934743241,0.0,0.001250643451993356,0.002114189191423671,1.0022132364062004,0.0,0.00025788188919690286
KFY-ZGNX,1,2,2,-3915.6631872110024,4,1.778873041376348,-7.4694681668849805,4.321955750781749,0.0011709013517448921,0.9876124330449978,0.0,0.0011211170055582796,0.004211344965514341,0.8209161950770749,0.1868761199476694,0.0001578719255910655
KFY-ISBC,1,2,1,-4092.5678636405046,1,1.3036689635828487,0.7195048254365513,0.0,0.0011171583086321657,0.9358298534141858,0.0,0.0008257048844981867,-0.004404925980768124,1.0036527645848619,0.014408892116728467,0.00011542866986081869
KFY-UNFI,1,2,1,-4107.204682792998,4,-0.7586302590831417,-1.3746523439266523,0.0,0.0068242694318865205,0.9782108176751032,0.0,0.0019897340894453773,0.00039954920986617903,0.958123274698039,0.04219996345807431,0.00033621855362512014
KFY-AEL,1,1,2,-3897.434246041912,1,-1.605012791793096,-11.745411808534996,17.793955959622323,0.004039532923396854,0.9752327061322064,0.0,0.0019056540111434216,-0.0016063742967548757,1.0026395131254182,0.0,0.0003081098842829434
KFY-SBRA,1,1,1,-4258.519226525374,4,3.533060689139495,-1.7365048501468001,0.0,0.0012543408521228582,0.9971015447451762,0.0,0.0008567176026514464,0.0035385082283981603,1.0026253414368076,0.0,0.0006292321351489562
KFY-FLO,1,2,1,-3862.515996456283,1,2.7398456599732515,-2.037651698362499,0.0,0.0006541618737770337,0.9950351856388123,0.0,0.001074933366782908,0.0017864399290437316,1.0569050695594626,-0.056867558715282485,0.0008265158540426075
KFY-AZZ,,,,,,,,,,,,,,,,
KFY-ABM,2,1,2,-3857.0717271292942,4,0.29701855317833864,11.950807517825407,-8.849957678617248,0.002874819340705742,0.9172221530242339,0.06744299391670694,0.0011627728556542762,-0.004921748355362781,1.0033298040551246,0.0,0.00015562338622254177
KFY-WMK,2,2,1,-3675.8003622768924,1,1.1319839640524652,-1.8899819734716838,0.0,0.0016691348352722568,0.9996352138048792,-0.006491469384059201,0.000867502316867007,0.0005920387868581511,0.9177877149991787,0.08387400324974692,0.0005189317351785926
KFY-MOS,1,1,1,-3638.921651471267,1,3.185957533878119,-0.5031771280036934,0.0,0.0007035864526762046,0.9855289853820097,0.0,0.0018721353232029555,-0.012192152635947272,1.0114858985340809,0.0,0.005122958851773832
KFY-WWD,,,,,,,,,,,,,,,,
KFY-PLXS,2,1,1,-4384.939763403278,4,3.446207924415001,-2.998204093160766,0.0,-0.00011424071741703012,0.8898310041865827,0.10318212735234056,0.0005593596001760134,0.015479190009428892,1.0000889560447204,0.0,0.008752258718912524
KFY-FLS,2,2,1,-3842.034986000407,3,1.768023092216679,-3.682438580931054,0.0,0.001569316744512994,1.056486556871917,-0.0702721649718967,0.0012486358466412956,0.0030343829878331507,0.8222536656051034,0.18232770714746493,0.00019912665360058098
KFY-BXS,1,2,2,-3680.627864380285,2,-1.2500751214945443,6.549825793961544,-2.6349685066900634,0.0015710513035094957,0.9718713675100213,0.0,0.001974332861125325,-0.0006759681672093556,0.9375910340494045,0.06254739559643241,0.0004403294902323745
KFY-GRPN,,,,,,,,,,,,,,,,
KFY-PWR,1,2,1,-3879.3811945448724,5,4.166034314620161,-8.817833941512799,0.0,0.0023402864836837567,0.9869216696628086,0.0,0.0011665790494477203,0.0018854788421364121,0.9253281497277612,0.07593290850735457,0.0004164709264866419
KFY-AWI,,,,,,,,,,,,,,,,
KFY-WBS,2,2,1,-4291.620314951456,5,2.709684552755104,1.8209719727848501,0.0,0.00014185407520792654,0.9682188232140909,0.00873202713866661,0.0008048151932800982,-0.0031024841684234865,0.9811659535730257,0.020150265058411776,0.00033437901014403296
KFY-PCH,,,,,,,,,,,,,,,,
KFY-NWE,,,,,,,,,,,,,,,,
KFY-UGI,1,1,1,-4420.925813496787,4,3.0488207288990377,4.511320533114062,0.0,-0.0017839748940031259,0.9846994526079933,0.0,0.0007724519026557437,0.0768405646350366,1.062729768656575,0.0,0.002675673174776997
KFY-BC,1,2,2,-3572.81067136424,1,0.40103104008609075,7.456211835172408,-5.062529280269083,0.002115072704594958,0.9708728414498069,0.0,0.001663716376290132,-0.003841395680452673,1.0595786271684524,-0.04998765890724144,0.00022454529647668146
KFY-SAH,2,1,1,-3509.4361875557443,4,0.8735626482570139,0.34409591341741375,0.0,0.002526178781663113,0.9070334981962986,0.08314079401324648,0.0017015276108259501,-0.0011499939986327166,1.0076393267810755,0.0,0.00026354441484782
KFY-RPT,2,2,2,-3942.466774437007,2,2.6630623366873314,-2.3472817607414136,0.28773058624456366,-0.0027382843171771133,0.9877964160281394,0.0031537980675508948,0.000804236989541222,0.027217695245476736,0.8534480237829882,0.14872481599006449,0.0039116326609563625
NYT-WIRE,,,,,,,,,,,,,,,,
NYT-GBCI,,,,,,,,,,,,,,,,
NYT-HI,,,,,,,,,,,,,,,,
NYT-AEO,,,,,,,,,,,,,,,,
NYT-THG,1,2,1,-4122.0020296457615,1,0.12452965212183459,4.956552736611658,0.0,0.0012315916352089347,0.9878142868897977,0.0,0.0008450956146852383,-0.001689961435987407,0.8243326164435842,0.1766386710272414,0.00011044017290296593
NYT-X,2,1,2,-3981.512431413321,1,1.0653514114771954,-2.4529679533396873,1.4376138953837159,0.0012362698684842965,0.9653693807470631,0.018785860289881384,0.0009297351904732013,0.0007201423576585556,1.0008302458153602,0.0,0.00013092703419051896
NYT-LZB,,,,,,,,,,,,,,,,
NYT-WTM,2,2,2,-4031.70026008794,2,0.47823354822028424,-3.4341679477520093,5.515989266160215,0.0012458440046102248,1.0257280743164898,-0.03906407071242768,0.0009300427977557145,-0.000913220215161625,0.7958240963954637,0.20754741619573736,0.0001088817948948115
NYT-MTZ,,,,,,,,,,,,,,,,
NYT-SANM,,,,,,,,,,,,,,,,
NYT-KSS,,,,,,,,,,,,,,,,
NYT-HOPE,,,,,,,,,,,,,,,,
NYT-BLMN,,,,,,,,,,,,,,,,
NYT-FCF,,,,,,,,,,,,,,,,
NYT-CRI,,,,,,,,,,,,,,,,
NYT-PBI,2,2,2,-4016.521674671492,1,-1.0851130831257143,0.7903466937834045,1.965349789992924,0.0013519115904170008,1.0809604141447373,-0.1375278864291083,0.0016257126424532883,-0.0002454478992105283,0.8679364989709413,0.13286068202724266,0.0002784101995845108
NYT-SJI,1,1,1,-4723.510620304648,1,6.317971958400301,-4.744259617640568,0.0,0.0012097323353043163,0.9935080794363261,0.0,0.000634878783299777,-0.14013238819639495,1.1697119310498003,0.0,0.00010402766363967744
NYT-ATO,,,,,,,,,,,,,,,,
NYT-NRG,1,2,1,-4225.115014932986,1,1.8892531387037206,-1.7392861027275668,0.0,0.0004902784278182047,0.9842425661080396,0.0,0.000819870020915198,0.004308619144950648,0.9437682070267215,0.07227786161195127,5.3629372708456014e-05
NYT-ZGNX,,,,,,,,,,,,,,,,
NYT-ISBC,,,,,,,,,,,,,,,,
NYT-UNFI,2,1,1,-4589.793793569064,2,3.912515748129733,-0.18197316505977473,0.0,0.0007829807056091292,0.9464897783065567,0.043378305343878765,0.0006564446019174501,0.013211733242139286,1.03906839585252,0.0,0.0002808283136445621
NYT-AEL,,,,,,,,,,,,,,,,
NYT-SBRA,2,2,2,-3882.106678683272,2,-0.5324036667715814,-2.8213204522926985,4.7642588529553915,0.0026011163023923894,1.089262818940533,-0.10679644004067512,0.00123720519050594,-0.0007245852992667605,0.8573150411211543,0.1434844823504946,0.0002472010399700895
NYT-FLO,1,2,2,-4214.485879271938,2,2.0102432677739506,-7.309073538212148,4.332133621038749,-0.0004217007186934794,0.985756664130728,0.0,0.0003576924964768774,0.004594335387682308,0.8933007971820217,0.11129490306736045,0.002028918771074561
NYT-AZZ,,,,,,,,,,,,,,,,
NYT-ABM,1,2,2,-3827.595580569898,1,-0.5396170224515889,2.5563653167926783,-2.5189330010088247,-0.0029258742249992056,0.9667130009118806,0.0,0.0005163180576925813,0.00215122010587499,0.9500056437110231,0.053110970398066115,0.0006111817956217917
NYT-WMK,2,1,1,-4428.460862614654,1,3.851704077680819,8.71152071478314,0.0,-0.0006852922747665417,0.9856053971434235,-0.004644207552367163,0.000900764297453533,0.13014889466287907,1.0436688276755146,0.0,0.00030744825095362056
NYT-MOS,,,,,,,,,,,,,,,,
NYT-WWD,,,,,,,,,,,,,,,,
NYT-PLXS,,,,,,,,,,,,,,,,
NYT-FLS,,,,,,,,,,,,,,,,
NYT-BXS,,,,,,,,,,,,,,,,
NYT-GRPN,1,2,2,-3958.3547766278593,1,0.6798343227433951,-1.8889315963614313,2.4044137186766803,0.0016153525414620683,0.9861503760714694,0.0,0.0009450426125485273,-0.0006608147987847805,0.7956919751752309,0.2052003383514318,0.00014148150351733343
NYT-PWR,,,,,,,,,,,,,,,,
NYT-AWI,1,2,1,-4295.75025124197,1,2.705865738121612,-0.6185685514275758,0.0,0.0006677075250616311,0.9884083601964689,0.0,0.0007390447624318532,0.004790309106802473,1.0570081683807473,-0.05338289360774695,0.0003497547778481001
NYT-WBS,2,1,2,-4256.24509781816,2,0.362847240408997,6.377641688885974,-1.8060527543002656,0.0009493677361347812,0.9445160441743639,0.03952420522440292,0.0007897544174927161,-0.0004779399976646767,1.0173152646807386,0.0,6.0978422119487345e-05
NYT-PCH,2,1,2,-3901.2345660550054,3,0.7010775961627433,12.594738062164703,-5.055820559863112,-6.504383351115667e-05,0.9403921564401685,0.04206453803961807,0.001189840577813836,0.004069774604956124,1.0175735241930628,0.0,0.00018020283179207006
NYT-NWE,1,2,2,-4819.296840480514,2,8.049957076454135,-2.6588956072226635,-8.004369240553617,8.094891284556537e-05,0.9906720360760077,0.0,0.0006797204664442959,0.4264004197372522,2.1402231258769007,0.046035992210363474,9.341955847422578e-27
NYT-UGI,2,2,1,-4055.997643234073,2,0.3778743058243954,2.5850319360742984,0.0,0.0011793587857676577,1.0204659352584713,-0.03432526861555374,0.0009232472127923655,-0.0011692175835067466,0.7854256669583961,0.21576459100862877,0.00010391701488473529
NYT-BC,,,,,,,,,,,,,,,,
NYT-SAH,2,1,1,-4506.46338534809,1,-26.900682831684097,282.67509458915794,0.0,3.118850077736546e-05,1.003739087895994,-0.01640025952525548,0.0008213061281545139,0.0016622575962373792,1.0061070633858415,0.0,0.0007154221801972716
NYT-RPT,1,2,2,-3984.6963992173755,1,-0.8697182297324552,-5.448918213329435,10.873042640650866,0.0018865074140918744,0.9874104951433988,0.0,0.0010755100367159285,-0.0009071326528265616,0.8663077828114538,0.13415967564567666,0.00022852064404702777
WIRE-GBCI,,,,,,,,,,,,,,,,
WIRE-HI,,,,,,,,,,,,,,,,
WIRE-AEO,,,,,,,,,,,,,,,,
WIRE-THG,,,,,,,,,,,,,,,,
WIRE-X,1,2,2,-4566.429502507858,1,1.954419639564364,-4.141405713464868,9.962204270892883,-0.000440409986920128,0.9852034950403487,0.0,0.0006036926752672915,0.018122505260819308,1.6081989693170158,-0.4638482298696829,6.318526280076307e-05
WIRE-LZB,,,,,,,,,,,,,,,,
WIRE-WTM,,,,,,,,,,,,,,,,
WIRE-MTZ,,,,,,,,,,,,,,,,
WIRE-SANM,,,,,,,,,,,,,,,,
WIRE-KSS,2,2,2,-4710.818310249381,2,0.2547811129488174,32.34949190215373,31.213067056715808,0.0004055875585272685,1.0156002715948773,-0.02451972346345599,0.0006686544590061018,-0.014306913702567352,1.116719228504804,0.3369315384285574,1.1667310208736142e-06
WIRE-HOPE,,,,,,,,,,,,,,,,
WIRE-BLMN,1,2,2,-4891.811538119086,1,6.772962397177606,21.94317001532828,-27.130831545712475,0.0004028552833703395,0.991249293270125,0.0,0.0006240362564791328,-0.19396515447349927,1.7548389321874254,-1.2267222645708955,1.397169730019568e-28
WIRE-FCF,,,,,,,,,,,,,,,,
WIRE-CRI,1,2,1,-4833.014856811587,1,7.892610612262899,-10.086070247329783,0.0,0.0002941827838715235,0.9906012351479748,0.0,0.0006720077318769323,-0.4999529653397161,1.2446902296253484,-1.809414434493192,9.538422272240457e-27
WIRE-PBI,,,,,,,,,,,,,,,,
WIRE-SJI,,,,,,,,,,,,,,,,
WIRE-ATO,,,,,,,,,,,,,,,,
WIRE-NRG,,,,,,,,,,,,,,,,
WIRE-ZGNX,,,,,,,,,,,,,,,,
WIRE-ISBC,,,,,,,,,,,,,,,,
WIRE-UNFI,,,,,,,,,,,,,,,,
WIRE-AEL,,,,,,,,,,,,,,,,
WIRE-SBRA,,,,,,,,,,,,,,,,
WIRE-FLO,,,,,,,,,,,,,,,,
WIRE-AZZ,1,2,1,-3917.0480663446524,1,-0.12064331427030608,5.866247681269284,0.0,5.6073662734109145e-05,0.9892937904707706,0.0,0.000694187204612796,0.0006298619176872105,1.1137026393248917,-0.11081937310560619,0.0004413947451663511
WIRE-ABM,,,,,,,,,,,,,,,,
WIRE-WMK,1,2,1,-4106.696321787464,1,-0.04121881826690982,6.194301164357079,0.0,0.00041697383585509516,0.9861365058825091,0.0,0.0008990543409466984,-0.000996948132493805,1.1499203856703417,-0.147470720235912,9.869320432051816e-05
WIRE-MOS,,,,,,,,,,,,,,,,
WIRE-WWD,,,,,,,,,,,,,,,,
WIRE-PLXS,,,,,,,,,,,,,,,,
WIRE-FLS,,,,,,,,,,,,,,,,
WIRE-BXS,,,,,,,,,,,,,,,,
WIRE-GRPN,,,,,,,,,,,,,,,,
WIRE-PWR,,,,,,,,,,,,,,,,
WIRE-AWI,,,,,,,,,,,,,,,,
WIRE-WBS,,,,,,,,,,,,,,,,
WIRE-PCH,,,,,,,,,,,,,,,,
WIRE-NWE,,,,,,,,,,,,,,,,
WIRE-UGI,1,2,1,-4132.764425383103,1,-1.550960982350816,0.31436760558228327,0.0,-0.01425339214641555,0.9317971974071662,0.0,0.0010142064147734297,0.0034049705112820785,1.0440384474212365,-0.03937552787925824,0.00048589895981078057
WIRE-BC,,,,,,,,,,,,,,,,
WIRE-SAH,,,,,,,,,,,,,,,,
WIRE-RPT,,,,,,,,,,,,,,,,
GBCI-HI,,,,,,,,,,,,,,,,
GBCI-AEO,1,2,1,-3509.9648655705264,1,1.42805081946913,-2.922692165968156,0.0,-0.002027808917363653,0.9784511608494045,0.0,0.001504934893530068,0.008617850861684456,0.7704776670803284,0.23413352638075935,0.00039465146032108923
GBCI-THG,1,2,2,-4129.838936628887,1,0.3292700416747583,0.4737359397752961,4.211690152895818,0.0004942568329925031,0.9879121026145871,0.0,0.00037553880463884044,-0.0007330531342179182,0.9129780199875484,0.09014491063583563,0.0008011537421147716
GBCI-X,1,1,1,-4671.3054440784645,6,9.113820799060846,-19.059491673076888,0.0,0.0017581884952679733,0.9854764181477441,0.0,0.0007371967090691547,0.007419703908654096,1.0045666064570233,0.0,8.496957277064431e-05
GBCI-LZB,,,,,,,,,,,,,,,,
GBCI-WTM,1,1,1,-4569.766091159628,3,7.246545182533571,-14.310491232716227,0.0,0.0004597301749861421,0.9848999300830248,0.0,0.0007215525136431773,0.03199805465481531,1.0734140629011322,0.0,5.6911163981011445e-05
GBCI-MTZ,2,2,1,-4399.9291752960335,6,6.038248135780895,-11.933748110172225,0.0,0.001548837327893092,0.9679150246050483,0.01592631854129678,0.0009178283986144913,0.005444929526804199,0.8888462808042732,0.11149143865634414,0.0001019198836869287
GBCI-SANM,,,,,,,,,,,,,,,,
GBCI-KSS,1,2,1,-4213.6511428817585,3,2.2014110255730803,0.7469215160129492,0.0,0.0006124355149336511,0.9904630439608411,0.0,0.000760747204482642,0.005918425294003979,0.6491566183051702,0.3577940305819567,0.0003911813362686786
GBCI-HOPE,1,2,2,-4992.938040871951,2,4.330033927980758,32.4306922510789,-32.30468871628303,0.00035106070550991984,0.9854658188171508,0.0,0.0003851445695534537,0.045294406932125,3.2412812904175894,-1.6461090619709466,0.0008850377909569899
GBCI-BLMN,2,1,1,-4509.0447503614105,6,5.658066654234292,-12.562205567151322,0.0,0.0017609310307584586,0.9305546308381025,0.05504116431485784,0.0007554577866361037,0.004161911323595557,1.0029805424536034,0.0,0.00010363866712176484
GBCI-FCF,,,,,,,,,,,,,,,,
GBCI-CRI,1,1,2,-4280.29049708524,2,1.2761582306382733,-11.403129083238813,16.529665986540543,0.00038792518031359105,0.9864964056378045,0.0,0.0005052418079295857,0.0017704472446679444,1.0247816575335684,0.0,0.001891428544419375
GBCI-PBI,2,2,2,-3852.612852557378,3,0.247132413657816,-8.404067325742133,6.987135445187883,-0.0027555914103087956,0.9892484909285457,-0.02305125955262355,0.001169089449481491,0.004110833036231454,0.8640120539004315,0.14667513035978885,0.00022601087789593887
